21546
Epoch Loss AUC_dev AUC_test Precision Recall
37 26.612177233677357 0.9676021996264785 0.974040333502624 0.9594202898550724 0.9245810055865922
38 26.40816826716764 0.9674050632911393 0.9740879465041477 0.9567723342939481 0.9273743016759777
39 26.277115705423057 0.9675399460468976 0.9739609785000847 0.9593023255813954 0.9217877094972067
40 24.748921362217516 0.967285743930276 0.9739821398340952 0.9567723342939481 0.9273743016759777
41 24.536408552899957 0.9672286781489936 0.9738234298290165 0.9540229885057471 0.9273743016759777
42 24.661115071212407 0.9673013073251712 0.973913365498561 0.9567723342939481 0.9273743016759777
43 24.43852064112434 0.9673479975098567 0.9739239461655663 0.9566473988439307 0.9245810055865922
44 24.153475496917963 0.9672909317285743 0.9738340104960218 0.9566473988439307 0.9245810055865922
45 23.324376225005835 0.9672079269557998 0.9738128491620112 0.9566473988439307 0.9245810055865922
46 23.372108396375552 0.9672234903506952 0.9737123328254613 0.9567723342939481 0.9273743016759777
47 23.357001845375635 0.9672234903506952 0.9737070424919587 0.9566473988439307 0.9245810055865922
48 23.332524814177305 0.9671716123677112 0.9737811071609955 0.9566473988439307 0.9245810055865922
49 23.11724955122918 0.9672338659472919 0.9737546554934823 0.9566473988439307 0.9245810055865922
50 22.804208221728913 0.9672546171404854 0.9736382681564245 0.9566473988439307 0.9245810055865922
51 22.75561675755307 0.9672701805353807 0.9736382681564246 0.9566473988439307 0.9245810055865922
52 22.78480737929931 0.967197551359203 0.97364884882343 0.9566473988439307 0.9245810055865922
53 22.692693571560085 0.9671871757626063 0.9736594294904352 0.9566473988439307 0.9245810055865922
54 22.679358988068998 0.9671560489728159 0.9735906551549011 0.9566473988439307 0.9245810055865922
55 22.4482345971046 0.9671664245694127 0.9735642034873878 0.9538904899135446 0.9245810055865922
56 22.428212796337903 0.9671923635609048 0.9735800744878957 0.9538904899135446 0.9245810055865922
57 22.438481599092484 0.967181987964308 0.9735747841543931 0.9538904899135446 0.9245810055865922
58 22.417072636075318 0.967181987964308 0.9735853648213983 0.9538904899135446 0.9245810055865922
59 22.363975045154803 0.9671871757626064 0.973590655154901 0.9538904899135446 0.9245810055865922
60 22.300342861097306 0.9671768001660096 0.9735800744878957 0.9538904899135446 0.9245810055865922
61 22.25705584057141 0.9671975513592032 0.9735800744878957 0.9538904899135446 0.9245810055865922
62 22.26037862477824 0.9671975513592032 0.9735800744878957 0.9538904899135446 0.9245810055865922
63 22.242914909962565 0.9672027391575015 0.9736171068224141 0.9566473988439307 0.9245810055865922
64 22.253281680867076 0.9672027391575015 0.9736171068224141 0.9538904899135446 0.9245810055865922
65 22.187681445851922 0.9672027391575015 0.9736171068224141 0.9566473988439307 0.9245810055865922
66 22.192728474736214 0.9672027391575015 0.9736171068224141 0.9538904899135446 0.9245810055865922
67 22.17772364569828 0.9672131147540983 0.9736065261554088 0.9566473988439307 0.9245810055865922
68 22.161816189996898 0.9672079269558 0.9736065261554088 0.9566473988439307 0.9245810055865922
69 22.16222413815558 0.9672183025523968 0.9736012358219062 0.9566473988439307 0.9245810055865922
70 22.134258901234716 0.9672234903506952 0.9736012358219062 0.9566473988439307 0.9245810055865922
71 22.13077807147056 0.9672234903506952 0.9736012358219062 0.9566473988439307 0.9245810055865922
72 22.128050333820283 0.9672234903506952 0.973590655154901 0.9566473988439307 0.9245810055865922
73 22.12205728981644 0.9672131147540982 0.973590655154901 0.9566473988439307 0.9245810055865922
74 22.12343063298613 0.9672027391575014 0.9735800744878957 0.9566473988439307 0.9245810055865922
75 22.106006048619747 0.9672027391575015 0.9735800744878957 0.9566473988439307 0.9245810055865922
76 22.10492012090981 0.9672027391575015 0.9735800744878957 0.9566473988439307 0.9245810055865922
77 22.104803594760597 0.9672027391575015 0.9735800744878956 0.9566473988439307 0.9245810055865922
78 22.098288791254163 0.9672027391575015 0.9735694938208904 0.9566473988439307 0.9245810055865922
79 22.102093105204403 0.9672027391575015 0.9735694938208904 0.9566473988439307 0.9245810055865922
80 22.09443702828139 0.9672027391575015 0.9735694938208904 0.9566473988439307 0.9245810055865922
81 22.092481001280248 0.9672027391575015 0.9735694938208904 0.9566473988439307 0.9245810055865922
82 22.092250300571322 0.9672027391575015 0.9735694938208904 0.9566473988439307 0.9245810055865922
83 22.091314111836255 0.9672027391575015 0.9735694938208904 0.9566473988439307 0.9245810055865922
84 22.090336065739393 0.9672027391575015 0.9735694938208904 0.9566473988439307 0.9245810055865922/home/mg/.conda/envs/Compound_Protein_Interaction/lib/python3.6/site-packages/sklearn/externals/joblib/externals/cloudpickle/cloudpickle.py:47: DeprecationWarning: the imp module is deprecated in favour of importlib; see the module's documentation for alternative uses
  import imp

85 22.086914086714387 0.9672027391575015 0.9735694938208904 0.9566473988439307 0.9245810055865922
86 22.08647664822638 0.9672131147540982 0.9735694938208904 0.9566473988439307 0.9245810055865922
87 22.08541617076844 0.9672131147540982 0.9735694938208904 0.9566473988439307 0.9245810055865922
88 22.085469436831772 0.9672131147540982 0.973574784154393 0.9566473988439307 0.9245810055865922
89 22.085134058259428 0.9672131147540982 0.973574784154393 0.9566473988439307 0.9245810055865922
90 22.083646749146283 0.9672131147540982 0.973574784154393 0.9566473988439307 0.9245810055865922
91 22.08356931246817 0.9672131147540982 0.973574784154393 0.9566473988439307 0.9245810055865922
92 22.083411696366966 0.9672131147540983 0.973574784154393 0.9566473988439307 0.9245810055865922
93 22.083091341890395 0.9672131147540983 0.973574784154393 0.9566473988439307 0.9245810055865922
94 22.08291030768305 0.9672131147540983 0.973574784154393 0.9566473988439307 0.9245810055865922
95 22.08237147051841 0.9672131147540983 0.973574784154393 0.9566473988439307 0.9245810055865922
96 22.08233605325222 0.9672131147540983 0.973574784154393 0.9566473988439307 0.9245810055865922
97 22.082231412641704 0.9672131147540983 0.973574784154393 0.9566473988439307 0.9245810055865922
98 22.082142798230052 0.9672131147540983 0.973574784154393 0.9566473988439307 0.9245810055865922
99 22.082101365551353 0.9672131147540983 0.973574784154393 0.9566473988439307 0.9245810055865922
