PYGL,2zb2,1,zb/pdb2zb2.ent
TRPC3,5zbg,1,zb/pdb5zbg.ent
PTBP1,2n3o,1,n3/pdb2n3o.ent
CTSS,3n3g,1,n3/pdb3n3g.ent
CA9,6fe1,1,fe/pdb6fe1.ent
ABCG2,6feq,1,fe/pdb6feq.ent
KAT2B,5fe0,1,fe/pdb5fe0.ent
KPNA2,3fex,3,fe/pdb3fex.ent
KCNQ2,6feg,1,fe/pdb6feg.ent
MARK3,3fe3,1,fe/pdb3fe3.ent
PPARA,3fei,1,fe/pdb3fei.ent
RET,6fek,1,fe/pdb6fek.ent
CA6,3fe4,1,fe/pdb3fe4.ent
IDH1,4i3l,1,i3/pdb4i3l.ent
PTPRB,2i3u,1,i3/pdb2i3u.ent
MMP12,5i3m,1,i3/pdb5i3m.ent
BMP2K,5i3o,1,i3/pdb5i3o.ent
CYP3A4,4i3q,1,i3/pdb4i3q.ent
NAMPT,4m6p,1,m6/pdb4m6p.ent
RHOA,5m6x,2,m6/pdb5m6x.ent
PIK3CD,5m6u,1,m6/pdb5m6u.ent
APOBEC3A,2m65,1,m6/pdb2m65.ent
RIPK1,6c3e,1,c3/pdb6c3e.ent
FASN,5c37,1,c3/pdb5c37.ent
KCNJ11,6c3o,1,c3/pdb6c3o.ent
AKR1C1,3c3u,1,c3/pdb3c3u.ent
FGFR4,4xcu,1,xc/pdb4xcu.ent
KDM4A,5f5i,1,f5/pdb5f5i.ent
SRC,4f5a,1,f5/pdb4f5a.ent
TRAP1,5f5r,1,f5/pdb5f5r.ent
DAPK1,3f5u,1,f5/pdb3f5u.ent
GRM8,6bsz,1,bs/pdb6bsz.ent
KLK7,3bsq,1,bs/pdb3bsq.ent
BMP1,6bsm,1,bs/pdb6bsm.ent
AXL,5vxz,2,vx/pdb5vxz.ent
BCL2L1,5vx3,1,vx/pdb5vx3.ent
EPHB4,6fnl,1,fn/pdb6fnl.ent
ALK,4fnw,1,fn/pdb4fnw.ent
IRAK4,4xs2,1,xs/pdb4xs2.ent
RAD52,5xs0,1,xs/pdb5xs0.ent
MDM2,5j7f,1,j7/pdb5j7f.ent
GSK3B,4j71,1,j7/pdb4j71.ent
MAP3K7,5j7s,1,j7/pdb5j7s.ent
RIPK2,5j79,1,j7/pdb5j79.ent
GNAS,6e3y,3,e3/pdb6e3y.ent
CALCRL,6e3y,6,e3/pdb6e3y.ent
IDO1,6e35,1,e3/pdb6e35.ent
IKBKB,4e3c,1,e3/pdb4e3c.ent
CSNK2A2,3e3b,1,e3/pdb3e3b.ent
STK3,4oh9,1,oh/pdb4oh9.ent
CA13,5ohh,1,oh/pdb5ohh.ent
DLG4,5ohw,1,oh/pdb5ohw.ent
STK4,4oh8,1,oh/pdb4oh8.ent
DDR1,5bvw,1,bv/pdb5bvw.ent
PRKG2,5bv6,1,bv/pdb5bv6.ent
NR4A1,4jgv,1,jg/pdb4jgv.ent
NRP1,5jgq,1,jg/pdb5jgq.ent
PABPC1,1jgn,1,jg/pdb1jgn.ent
NR3C2,2abi,1,ab/pdb2abi.ent
USP2,5xve,1,xv/pdb5xve.ent
ALDH2,3sz9,1,sz/pdb3sz9.ent
ALDH3A1,3sza,1,sz/pdb3sza.ent
PPP1CA,4xpn,1,xp/pdb4xpn.ent
ACVR1,3q4u,1,q4/pdb3q4u.ent
PAK1,3q4z,1,q4/pdb3q4z.ent
HDAC8,5dc5,1,dc/pdb5dc5.ent
NR1H4,3dct,1,dc/pdb3dct.ent
GCK,4dch,1,dc/pdb4dch.ent
SCN5A,4dck,1,dc/pdb4dck.ent
PTK2,2etm,1,et/pdb2etm.ent
EPHA5,4et7,1,et/pdb4et7.ent
NCOA1,3et1,2,et/pdb3et1.ent
PPARD,3et2,1,et/pdb3et2.ent
PTK2B,3et7,1,et/pdb3et7.ent
PNP,5etj,1,et/pdb5etj.ent
PIK3CA,3hhm,1,hh/pdb3hhm.ent
CTSL,3hha,1,hh/pdb3hha.ent
TNNI3K,6b5j,1,b5/pdb6b5j.ent
TLR8,3w3g,1,w3/pdb3w3g.ent
UBE2N,3w31,2,w3/pdb3w31.ent
SIRT2,4y6l,1,y6/pdb4y6l.ent
RAD54L,5y6o,1,y6/pdb5y6o.ent
MARS,5y6l,1,y6/pdb5y6l.ent
KIF11,3hqd,1,hq/pdb3hqd.ent
KHK,2hqq,1,hq/pdb2hqq.ent
ERG,4hqa,1,hq/pdb4hqa.ent
CDK1,5hq0,1,hq/pdb5hq0.ent
ACHE,5hq3,1,hq/pdb5hq3.ent
PGR,3hq5,1,hq/pdb3hq5.ent
TRPV4,4dx1,1,dx/pdb4dx1.ent
CARM1,5dx8,1,dx/pdb5dx8.ent
NR3C1,6dxk,1,dx/pdb6dxk.ent
LDHA,4qsm,1,qs/pdb4qsm.ent
FLT3,3qs7,2,qs/pdb3qs7.ent
FDFT1,3q2z,1,q2/pdb3q2z.ent
AKR1B1,3s3g,1,s3/pdb3s3g.ent
TGM2,3s3p,1,s3/pdb3s3p.ent
BAP1,4s3o,2,s3/pdb4s3o.ent
ALOX5,3v98,1,v9/pdb3v98.ent
EHMT2,5v9i,1,v9/pdb5v9i.ent
MGAT2,5vcr,1,vc/pdb5vcr.ent
WEE1,5vc5,1,vc/pdb5vc5.ent
SELL,5vc1,1,vc/pdb5vc1.ent
WHSC1,5vc8,1,vc/pdb5vc8.ent
EGLN1,2g1m,1,g1/pdb2g1m.ent
ITGAV,4g1m,1,g1/pdb4g1m.ent
CHKA,3g15,1,g1/pdb3g15.ent
CSNK1G3,4g17,1,g1/pdb4g17.ent
PIK3CG,4g11,1,g1/pdb4g11.ent
ACVRL1,4fao,2,fa/pdb4fao.ent
ACVR2B,4fao,3,fa/pdb4fao.ent
TGFBR1,3faa,1,fa/pdb3faa.ent
ADM,2l7s,1,l7/pdb2l7s.ent
VDR,3b0t,1,b0/pdb3b0t.ent
GGPS1,6c56,1,c5/pdb6c56.ent
CHEK1,2hy0,1,hy/pdb2hy0.ent
ADAMTS5,3hy7,1,hy/pdb3hy7.ent
EZH2,5hyn,1,hy/pdb5hyn.ent
PLAUR,2i9b,2,i9/pdb2i9b.ent
PDE6D,5ml3,1,ml/pdb5ml3.ent
CA7,3ml5,1,ml/pdb3ml5.ent
CCR2,2mlq,1,ml/pdb2mlq.ent
PCNA,5mlw,1,ml/pdb5mlw.ent
KAT2A,5mlj,1,ml/pdb5mlj.ent
KCNH2,2l0w,1,l0/pdb2l0w.ent
ADAM17,3l0v,1,l0/pdb3l0v.ent
CTDSP1,3l0b,1,l0/pdb3l0b.ent
EPHA3,4l0p,1,l0/pdb4l0p.ent
PRKG1,5l0n,1,l0/pdb5l0n.ent
NR1H2,3l0e,1,l0/pdb3l0e.ent
SPHK1,4l02,1,l0/pdb4l02.ent
VCP,4ko8,1,ko/pdb4ko8.ent
MAP2K4,3aln,1,al/pdb3aln.ent
POLI,2alz,3,al/pdb2alz.ent
TNF,3alq,1,al/pdb3alq.ent
AOC3,3ala,1,al/pdb3ala.ent
MMP2,1qib,1,qi/pdb1qib.ent
PDE9A,3qi4,1,qi/pdb3qi4.ent
PNMT,2g71,1,g7/pdb2g71.ent
HTR1B,6g79,4,g7/pdb6g79.ent
P2RX3,5svl,1,sv/pdb5svl.ent
EIF2AK3,5sv7,1,sv/pdb5sv7.ent
MPHOSPH8,3svm,1,sv/pdb3svm.ent
MARK2,3iec,1,ie/pdb3iec.ent
BCL2,4ieh,1,ie/pdb4ieh.ent
APEX1,4iem,1,ie/pdb4iem.ent
MARK4,5es1,1,es/pdb5es1.ent
ERBB3,5cus,1,cu/pdb5cus.ent
DAO,3cuk,1,cu/pdb3cuk.ent
MAP3K2,2cu1,1,cu/pdb2cu1.ent
THRA,2h79,1,h7/pdb2h79.ent
EPAS1,3h7w,1,h7/pdb3h7w.ent
CTSK,3h7d,1,h7/pdb3h7d.ent
SYK,5tiu,1,ti/pdb5tiu.ent
PRKAA2,6bx6,1,bx/pdb6bx6.ent
PRKACA,5bx6,1,bx/pdb5bx6.ent
MAP2K1,5bx0,1,bx/pdb5bx0.ent
FKBP5,5bxj,1,bx/pdb5bxj.ent
GRB2,3ov1,1,ov/pdb3ov1.ent
NCF1,1ov3,1,ov/pdb1ov3.ent
RACGAP1,2ovj,1,ov/pdb2ovj.ent
PTPN5,5ovr,1,ov/pdb5ovr.ent
ACE2,3kbh,1,kb/pdb3kbh.ent
CSNK1D,4kba,1,kb/pdb4kba.ent
FBP1,3kbz,1,kb/pdb3kbz.ent
ACP1,5jns,1,jn/pdb5jns.ent
CA4,5jna,1,jn/pdb5jna.ent
NPC1,5jnx,1,jn/pdb5jnx.ent
MATK,3us4,1,us/pdb3us4.ent
PDE2A,5u7l,1,u7/pdb5u7l.ent
RECQL,4u7d,1,u7/pdb4u7d.ent
METAP1,4u71,1,u7/pdb4u71.ent
ERBB4,3u7u,1,u7/pdb3u7u.ent
SMAD3,1u7f,1,u7/pdb1u7f.ent
BLM,5m1v,1,m1/pdb5m1v.ent
PPIA,3rdd,1,rd/pdb3rdd.ent
ITGA2B,2n9y,1,n9/pdb2n9y.ent
SUMO2,2n9e,2,n9/pdb2n9e.ent
PLK4,4n9j,1,n9/pdb4n9j.ent
CSF1R,4r7h,1,r7/pdb4r7h.ent
LDLR,3p5b,2,p5/pdb3p5b.ent
DCK,1p5z,1,p5/pdb1p5z.ent
ICAM1,1p53,1,p5/pdb1p53.ent
CYP51A1,3juv,1,ju/pdb3juv.ent
APAF1,5juy,1,ju/pdb5juy.ent
CASP9,5juy,3,ju/pdb5juy.ent
P4HB,4ju5,1,ju/pdb4ju5.ent
CLK1,1z57,1,z5/pdb1z57.ent
RPS6KB1,3we4,1,we/pdb3we4.ent
AKR1B10,4wev,1,we/pdb4wev.ent
AMD1,3dz2,1,dz/pdb3dz2.ent
CCL2,4dn4,2,dn/pdb4dn4.ent
PTPRF,2dn7,1,dn/pdb2dn7.ent
CCL5,5dnf,1,dn/pdb5dnf.ent
MAP3K14,4dn5,1,dn/pdb4dn5.ent
MMP8,3dng,1,dn/pdb3dng.ent
PTPN22,2qcj,1,qc/pdb2qcj.ent
POLA1,4qcl,1,qc/pdb4qcl.ent
PDK1,3qcx,1,qc/pdb3qcx.ent
METAP2,5jfr,1,jf/pdb5jfr.ent
EPHA4,5jr2,1,jr/pdb5jr2.ent
MAP3K3,2jrh,1,jr/pdb2jrh.ent
BTK,5jrs,1,jr/pdb5jrs.ent
SLC11A2,5f0p,4,f0/pdb5f0p.ent
MLYCD,4f0x,1,f0/pdb4f0x.ent
TPSAB1,5f03,1,f0/pdb5f03.ent
TSG101,2f0r,1,f0/pdb2f0r.ent
HSPA5,5f0x,1,f0/pdb5f0x.ent
RARB,4dm8,1,dm/pdb4dm8.ent
TXK,2dm0,1,dm/pdb2dm0.ent
RPS6KA5,3kn5,1,kn/pdb3kn5.ent
PTPN7,2qdp,1,qd/pdb2qdp.ent
SUMO1,3kyd,3,ky/pdb3kyd.ent
RXRB,5kya,2,ky/pdb5kya.ent
FGFR1,3ky2,1,ky/pdb3ky2.ent
QPCT,2afx,1,af/pdb2afx.ent
MARK1,6c9d,1,c9/pdb6c9d.ent
LNPEP,5c97,1,c9/pdb5c97.ent
CA12,4qj0,1,qj/pdb4qj0.ent
NR5A1,4qjr,1,qj/pdb4qjr.ent
TOP2A,5gwk,1,gw/pdb5gwk.ent
AHCY,4yvf,1,yv/pdb4yvf.ent
STAT1,1yvl,1,yv/pdb1yvl.ent
MTAP,1sd2,1,sd/pdb1sd2.ent
CASP1,2fqq,1,fq/pdb2fqq.ent
ADAM10,6bdz,3,bd/pdb6bdz.ent
NQO1,3jsx,1,js/pdb3jsx.ent
ESR2,2fsz,1,fs/pdb2fsz.ent
GLP1R,5nx2,1,nx/pdb5nx2.ent
GLA,4nxs,1,nx/pdb4nxs.ent
BRD3,2nxb,1,nx/pdb2nxb.ent
ACE,3nxq,1,nx/pdb3nxq.ent
PRSS1,4wxv,1,wx/pdb4wxv.ent
DNMT1,4wxx,1,wx/pdb4wxx.ent
FABP3,3wxq,1,wx/pdb3wxq.ent
RAD51,5h1b,1,h1/pdb5h1b.ent
GRM2,5kzn,1,kz/pdb5kzn.ent
ENPEP,4kxd,1,kx/pdb4kxd.ent
TKT,4kxx,1,kx/pdb4kxx.ent
ENPP2,5kxa,1,kx/pdb5kxa.ent
CHRNA4,5kxi,1,kx/pdb5kxi.ent
SERPINE1,4g8o,1,g8/pdb4g8o.ent
TLR4,4g8a,1,g8/pdb4g8a.ent
AKT1,6buu,1,bu/pdb6buu.ent
MGAM,3top,1,to/pdb3top.ent
L3MBTL3,4fl6,1,fl/pdb4fl6.ent
PADI4,5n0y,1,n0/pdb5n0y.ent
TIE1,5n06,1,n0/pdb5n06.ent
PLEC,2n03,1,n0/pdb2n03.ent
NR1D1,3n00,1,n0/pdb3n00.ent
DPP7,3n0t,1,n0/pdb3n0t.ent
MAP4K4,4obo,1,ob/pdb4obo.ent
ERBB2,5ob4,1,ob/pdb5ob4.ent
CTSD,4obz,1,ob/pdb4obz.ent
CETP,2obd,1,ob/pdb2obd.ent
CDK9,3tn8,1,tn/pdb3tn8.ent
GRK5,4tnd,1,tn/pdb4tnd.ent
CDC25B,2a2k,1,a2/pdb2a2k.ent
FKBP1A,2nd5,1,nd/pdb2nd5.ent
MLLT3,2ndf,1,nd/pdb2ndf.ent
EPHB2,2qbx,1,qb/pdb2qbx.ent
ALDH1A1,5tei,1,te/pdb5tei.ent
ACLY,5tes,1,te/pdb5tes.ent
AAK1,5te0,1,te/pdb5te0.ent
LGALS3,5ody,1,od/pdb5ody.ent
MBNL1,5u9b,1,u9/pdb5u9b.ent
CTNNB1,3sl9,1,sl/pdb3sl9.ent
FES,3bkb,1,bk/pdb3bkb.ent
CAMKK2,6bku,1,bk/pdb6bku.ent
ITGA4,3v4v,1,v4/pdb3v4v.ent
LMNA,3v4w,1,v4/pdb3v4w.ent
APOBEC3G,3v4k,1,v4/pdb3v4k.ent
GCGR,4lf3,3,lf/pdb4lf3.ent
KDM1A,5yjb,1,yj/pdb5yjb.ent
GSTM1,1yj6,1,yj/pdb1yj6.ent
CBX7,5epj,1,ep/pdb5epj.ent
CXCL8,5wdz,1,wd/pdb5wdz.ent
ADAMTS4,3b2z,1,b2/pdb3b2z.ent
MAP2K7,5b2l,1,b2/pdb5b2l.ent
TERT,5ugw,1,ug/pdb5ugw.ent
NOD1,2nsn,1,ns/pdb2nsn.ent
DNM1,6dlv,1,dl/pdb6dlv.ent
PASK,3dls,1,dl/pdb3dls.ent
GSG2,3dlz,1,dl/pdb3dlz.ent
PIP4K2B,3x05,1,x0/pdb3x05.ent
FEN1,5um9,1,um/pdb5um9.ent
CACNA1C,2be6,2,be/pdb2be6.ent
F2R,3bef,3,be/pdb3bef.ent
SRPK1,3beg,1,be/pdb3beg.ent
ADRBK1,5uvc,1,uv/pdb5uvc.ent
DYRK1A,4nct,1,nc/pdb4nct.ent
SLC6A4,6awo,1,aw/pdb6awo.ent
SLC9A1,1y4e,1,y4/pdb1y4e.ent
PKD2,2y4q,1,y4/pdb2y4q.ent
COMT,4xue,1,xu/pdb4xue.ent
KLKB1,2anw,1,an/pdb2anw.ent
PLK2,4xb0,1,xb/pdb4xb0.ent
TK1,1xbt,1,xb/pdb1xbt.ent
GRIA2,3ua8,1,ua/pdb3ua8.ent
CDC42BPB,4ual,1,ua/pdb4ual.ent
CDK7,1ua2,1,ua/pdb1ua2.ent
TNK2,4id7,1,id/pdb4id7.ent
MAP3K12,5vo1,1,vo/pdb5vo1.ent
EIF4A1,2g9n,1,g9/pdb2g9n.ent
FCER2,4g9a,1,g9/pdb4g9a.ent
CASP6,4iyr,1,iy/pdb4iyr.ent
HDAC2,4ly1,1,ly/pdb4ly1.ent
GLRA1,1vry,1,vr/pdb1vry.ent
CYP2D6,4xrz,1,xr/pdb4xrz.ent
ECE1,3dwb,1,dw/pdb3dwb.ent
CMA1,4k5z,1,k5/pdb4k5z.ent
PDGFRA,5k5x,1,k5/pdb5k5x.ent
CASR,5k5s,1,k5/pdb5k5s.ent
MKNK1,5wvd,1,wv/pdb5wvd.ent
SCD,4zyo,1,zy/pdb4zyo.ent
GART,4zyw,1,zy/pdb4zyw.ent
ANPEP,5lhd,1,lh/pdb5lhd.ent
PSMD14,5vgz,15,vg/pdb5vgz.ent
ADORA2A,3vga,1,vg/pdb3vga.ent
MAP3K11,6aqb,1,aq/pdb6aqb.ent
NEK2,5m57,1,m5/pdb5m57.ent
COPS5,5m5q,1,m5/pdb5m5q.ent
MELK,5m5a,1,m5/pdb5m5a.ent
SI,3lpo,1,lp/pdb3lpo.ent
GMNN,2lp0,2,lp/pdb2lp0.ent
GRIK2,3qxm,1,qx/pdb3qxm.ent
MMP14,4qxu,3,qx/pdb4qxu.ent
F12,4xde,1,xd/pdb4xde.ent
KDM4C,4xdo,1,xd/pdb4xdo.ent
CENPE,1t5c,1,t5/pdb1t5c.ent
KARS,4ycu,1,yc/pdb4ycu.ent
PPP5C,3h62,1,h6/pdb3h62.ent
CTSV,3h6s,1,h6/pdb3h6s.ent
HPGDS,4edy,1,ed/pdb4edy.ent
SGK3,6edx,1,ed/pdb6edx.ent
SCN2A,4jpz,2,jp/pdb4jpz.ent
KCNMA1,3naf,1,na/pdb3naf.ent
NLRP3,2naq,1,na/pdb2naq.ent
PTK6,6cz2,1,cz/pdb6cz2.ent
CTSH,6czk,1,cz/pdb6czk.ent
CYP1A2,2hi4,1,hi/pdb2hi4.ent
GABRA1,6d6t,2,d6/pdb6d6t.ent
CPB2,3d66,1,d6/pdb3d66.ent
LRRK2,3d6t,1,d6/pdb3d6t.ent
BMX,2ys2,1,ys/pdb2ys2.ent
CXCR2,5tyt,1,ty/pdb5tyt.ent
TGFBR2,5ty4,1,ty/pdb5ty4.ent
CYP17A1,3swz,1,sw/pdb3swz.ent
HPSE,5la7,1,la/pdb5la7.ent
MAP2K6,3fme,1,fm/pdb3fme.ent
RBP4,3fmz,1,fm/pdb3fmz.ent
CBX1,2fmm,2,fm/pdb2fmm.ent
HMGCR,2q6c,1,q6/pdb2q6c.ent
TYK2,4gvj,1,gv/pdb4gvj.ent
BCL2A1,3i1h,1,i1/pdb3i1h.ent
TDP1,1rg2,2,rg/pdb1rg2.ent
EIF2AK2,3uiu,1,ui/pdb3uiu.ent
CYP2A6,4rui,1,ru/pdb4rui.ent
CXCR4,2n55,2,n5/pdb2n55.ent
